dia	mes	agno	personaje	texto
30	10	2021	303	30 de octubre de 1900. Va néixer el científic Ragnar Granit. Va guanyar el Premi Nobel pels seus descobriments dels processos fisiològics i químics a l'ull.
31	10	2021	304	31 de octubre de 1798. John Dalton va descobrir la discromatòpsia. Aquesta malaltia de la vista es coneix vulgarment com daltonisme.
1	11	2021	305	1 de novembre de 1952. Es va aïllar per primera vegada l'element químic amb nombre atòmic 100. El seu nom (fermi) és un homenatge al físic Enrico Fermi.
2	11	2021	306	2 de novembre de 1919. Va néixer Marie Morisawa, una de les fundadores de la geomorfologia ambiental. La geomorfologia uneix geografia i geologia per estudiar les formes de la superfície terrestre i entendre la seva formació i comportament actual.
3	11	2021	307	3 de novembre de 1957. Laika va viatjar a l'espai a bord de l'Sputnik 2. Es va convertir així en el primer animal que va fer un vol espacial.
4	11	2021	308	4 de novembre de 2008. Un equip d'investigació de l'IGME va donar a conèixer el jaciment d'ambre cretaci d'El Soplao. Té una dimensió i riquesa excepcionals i el seu ambre blau-porpra mostra una luminescència que no té comparació en el món.
5	11	2021	309	5 de novembre de 1794. La química Elizabeth Fulhame va publicar "Un assaig sobre la combustió". Va ser el primer exemple de catàlisi que es va descriure.
6	11	2021	310	6 de novembre de 1935. L'enginyer Edwin Armstrong va presentar l'estudi titulat "Un mètode de reducció de molèsties a la ràdio mitjançant un sistema de modulació per freqüència". Es va crear així la ràdio FM (freqüència modulada).
7	11	2021	311	7 de novembre de 1867. Va néixer la química i física Marie Curie. Va encunyar el terme radioactivitat i va ser la primera persona que va rebre dos premis Nobel en diferents especialitats (Física i Química).
8	11	2021	312	8 de novembre de 1878. Va néixer la paleontòloga i zoòloga Dorothea Bate. Va ser pionera en zooarqueologia i, al costat de Dorothy Garrod, van trobar les restes fòssils de nombroses espècies que no havien estat descrites.
9	11	2021	313	9 de novembre de 1795. Va néixer el cirurgià James Barry. Va ser metge de l'Armada britànica i va treballar per millorar les condicions dels soldats ferits. Va realitzar la primera cesària amb èxit de la qual es té constància a Àfrica.
10	11	2021	314	10 de novembre de 1983. L'estudiant de doctorat Fred Cohen va crear un programa informàtic que és capaç d'instal·lar-se a si mateix, replicar-se i propagar-se a altres màquines. Va néixer així el primer virus informàtic.
11	11	2021	315	11 de novembre de 1930. Va néixer la física Mildred Dresselhaus. És coneguda com la reina de la ciència del carbó pels seus notables treballs sobre el grafit.
12	11	2021	316	12 de novembre de 1919. Va néixer la biòloga molecular Grete Kellenberg-Gujer. El seu prestigi deriva dels seus descobriments sobre la recombinació genètica i la restricció de l'ADN.
13	11	2021	317	13 de novembre de 2013. La NASA va publicar un vídeo que presenta a Mart com podria haver estat fa 4.000 milions d'anys, amb cels blaus i aigua.
14	11	2021	318	14 de novembre de 1863. Va néixer el químic Leo Baekeland. Va inventar la baquelita, el primer plàstic sintètic. El seu baix cost i versatilitat la van fer molt popular.
15	11	2021	319	15 de novembre de 1873. Va néixer la mèdica Sara Josephine Baker. Va realitzar importants contribucions per disminuir la taxa de mortalitat infantil.
16	11	2021	320	16 de novembre de 1940. Va néixer la física María Josefa Yzuel Giménez. La seva recerca s'ha centrat en el camp de l'òptica i ha rebut nombroses distincions a nivell nacional i internacional.
17	11	2021	321	17 de novembre de 2015. Un total de 195 estats va ratificar la creació dels Geoparcs Mundials de la UNESCO. Es tracta de llocs amb un patrimoni geològic de rellevància internacional que s'empren per promoure el desenvolupament sostenible de les comunitats que habiten en aquests.
18	11	2021	322	18 de novembre de 2010. A.S.U.R. va llançar la primera edició del Calendari Científic Escolar (a Romania).
19	11	2021	323	19 de novembre de 2006. La companyia japonesa de videojocs Nintendo va treure a mercat la consola Wii.
20	11	2021	324	20 de novembre de 1985. El cirurgià Leonard Lee Bailey va realitzar el primer trasplantament de cor amb èxit en un nadó.
21	11	2021	325	21 de novembre de 2013. L'observatori IceCube del Pol Sud va detectar neutrins d'alta energia d'origen extraterrestre. La seva procedència se situa fora del nostre sistema solar.
22	11	2021	326	22 de novembre de 2013. Un equip d'investigació de la Universitat de Bonn va descobrir un gen d'origen neandertal en persones actuals. Es tracta d'un gen de la immunitat que permet reconèixer intrusos perillosos i defensar-se davant ells mitjançant una resposta immune.
23	11	2021	327	23 de novembre de 2002. Va morir el bioquímic Ángel Martín Municio, el primer membre espanyol de l'Organització Europea de Biologia Molecular. Va ser president de la Reial Acadèmia de Ciències Exactes, Físiques i Naturals durant 17 anys.
24	11	2021	328	24 de novembre de 2021. Dia de l'Evolució. Es commemora la publicació el 1859 del llibre "L'origen de les espècies", de Charles Darwin.
25	11	2021	329	25 de novembre de 1884. Es va patentar un mètode per produir llet evaporada, per poder conservar la llet més temps. Aquest mateix dia, es va patentar una màquina per esterilitzar les llaunes a les quals es conservava aquesta llet.
26	11	2021	330	26 de novembre de 1857. Va néixer el lingüista Ferdinand de Saussure. És reconegut com el pioner de la lingüística científica.
27	11	2021	331	27 de novembre de 1895. Alfred Nobel va signar el seu testament. En aquest establia la creació d'un fons que es faria servir per atorgar cinc premis anuals: els Premis Nobel.
28	11	2021	332	28 de novembre de 1920. Va néixer la química Sagrario Ramírez Gallardo. Va inventar i patentar la benzina sòlida.
29	11	2021	333	29 de novembre de 1926. Va néixer l'astrònoma Dilhan Eryurt. El seu treball va proporcionar informació crucial a la NASA per modelar l'impacte solar en l'entorn lunar. Va ser premiada per la seva contribució a l'allunatge de l'Apollo 11.
30	11	2021	334	30 de novembre de 1720. Va néixer la matemàtica i escriptora María Andresa Casamayor y de la Coma. Va ser autora del Tirocinio Arithmetico, obra per a ensenyar matemàtiques des de i per a la vida diària. Va publicar aquest llibre amb el pseudònim masculí Casandro Mamés de La Marca y Araioa, usant les lletres del seu nom en diferent ordre.
1	12	2021	335	1 de desembre de 1913. Va néixer la psicòloga Mary Ainsworth. Al costat de John Bowlby, van desenvolupar la teoria de l'aferrament.
2	12	2021	336	2 de desembre de 1942. Enrico Fermi va posar en funcionament la Chicago Pile-1, el primer reactor nuclear artificial del món. El reactor estava format per una pila d'urani i blocs de grafit.
3	12	2021	337	3 de desembre de 1842. Va néixer la química i ecòloga Ellen Swallow Richards. Va ser una de les fundadores de la higiene ambiental, fase prèvia a l'ecologia moderna.
4	12	2021	338	4 de desembre de 1844. Va néixer Augusto Arcimís. Va ser el primer meteoròleg professional espanyol i el primer director de l'Institut Central Meteorològic (ara Agència Estatal de Meteorologia).
5	12	2021	339	5 de desembre de 1854. Aaron H. Allen va patentar la butaca amb seient abatible. Avui dia, aquest tipus de butaca s'usa en gairebé tots els teatres i auditoris del món.
6	12	2021	340	6 de desembre de 1888. Va néixer la zoòloga Libbie Henrietta Hyman. La seva obra en sis volums "Els invertebrats" segueix sent un treball de referència en l'actualitat.
7	12	2021	341	7 de desembre de 1949. La mestra Ángela Ruiz Robles va patentar l'Enciclopèdia Mecànica. Aquest invent es considera el precursor del llibre electrònic. Incloïa una forta perspectiva d'atenció a la diversitat, amb la possibilitat de muntar àudios i lupes per a l'alumnat amb problemes d'accés.
8	12	2021	342	8 de desembre de 2013. A la Universitat de Lyon es va mostrar un nou mètode per extreure hidrogen de les roques i l'aigua. Aquesta tècnica podria convertir-se en una nova font d'energia verda.
9	12	2021	343	9 de desembre de 1979. Es va erradicar per primera vegada una malaltia. Va ser la verola i es va aconseguir gràcies a la vacunació.
10	12	2021	344	10 de desembre de 1823. La paleontòloga Mary Anning va descobrir el primer esquelet complet d'un plesiosaure. Aquest gran rèptil marí va viure a principis del Juràssic.
11	12	2021	345	11 de desembre de 1863. Va néixer l'astrònoma Annie Jump Cannon. Va descobrir 300 estrelles variables i el seu treball de catalogació va ser fonamental per a l'actual classificació estel·lar.
12	12	2021	346	12 de desembre de 1901. Guglielmo Marconi va realitzar la primera comunicació radiofònica transatlàntica entre Cornualla (Regne Unit) i Terranova (Canadà).
13	12	2021	347	13 de desembre de 1816. Va néixer l'inventor Werner von Siemens. És considerat un dels pares de l'enginyeria elèctrica i el seu cognom ha quedat lligat per sempre a l'empresa que va fundar: Siemens.
14	12	2021	348	14 de desembre de 1911. L'expedició noruega dirigida per Roald Amundsen va arribar al Pol Sud. Per si l'equip no aconseguia tornar, van deixar allà una tenda amb una carta al seu interior per demostrar la seva fita.
15	12	2021	349	15 de desembre de 2010. Va arrencar l'expedició de circumnavegació Malaspina. Els vaixells Hespérides i Sarmiento de Gamboa (CSIC) van fer la volta al món per realitzar investigació científica, formar joves investigadors i fomentar les ciències marines. El seu nom és un homenatge a l'expedició que va dirigir Alejandro Malaspina al segle XVIII.
16	12	2021	350	16 de desembre de 1954. Tracy Hall va obtenir els primers diamants sintètics als laboratoris de General Electrics.
17	12	2021	351	17 de desembre de 2014. Un estudi de l'IGME i les Universitats de Barcelona i Harvard va demostrar l'existència de gambes de terra a Àlaba. Aquests crustacis van viure fa 105 milions d'anys i van quedar conservats en ambre.
18	12	2021	352	18 de desembre de 2019. Es va descriure una nova espècie de paràsit en marsupials. El seu nom és Theileria lupei en reconeixement a la veterinària Guadalupe Miró, per la seva contribució al camp de la parasitologia.
19	12	2021	353	19 de desembre de 2016. La revista Nature va nomenar a Alexandra Elbakyan una de les deu persones més destacades de l'any en ciència. Alexandra és la fundadora de Sci-Hub, una pàgina web amb accés gratuït a milions d'articles científics.
20	12	2021	354	20 de desembre de 1852. Va néixer el bacteriòleg Kitasato Shibasaburō. Va ser codescubridor del bacteri que causa la pesta bubònica i va desenvolupar tractaments per al tètanus, la diftèria i l'àntrax. També va donar nom a un instrument de laboratori: el matràs kitasato.
21	12	2021	355	21 de desembre de 1773. Va néixer el botànic Robert Brown. Va descobrir que les minúscules partícules suspeses en els líquids estan en moviment. Això es coneix com a moviment brownià.
22	12	2021	356	22 de desembre de 1882. Edward Hibberd Johnson es va convertir en la primera persona al món que va adornar el seu arbre nadalenc amb llums elèctriques. En aquesta època, era habitual utilitzar espelmes, el que provocava nombrosos incendis.
23	12	2021	357	23 de desembre de 1947. Els físics Walter Brattain i John Bardeen van desenvolupar el primer transistor. Aquest dispositiu és la base del funcionament de la majoria dels aparells electrònics.
24	12	2021	358	24 de desembre de 1913. Va néixer la química Miriam Michael Stimson. Va desenvolupar la tècnica de disc de bromur de potassi. Aquest mètode de preparació de les mostres millora la seva anàlisi mitjançant espectroscòpia infraroja.
25	12	2021	359	25 de desembre de 1901. Va néixer Richard Shope, l'especialista en patologia animal que va aïllar per primera vegada un influenzavirus. Aquests virus causen la grip en aus i mamífers (incloent-hi els humans).
26	12	2021	360	26 de desembre de 1780. Va néixer la matemàtica i astrònoma Mary Fairfax Greig Somerville. Va proposar l'existència d'un planeta que alterava l'òrbita d'Urà. Posteriorment es va demostrar que aquest planeta era Neptú.
27	12	2021	361	27 de desembre de 1822. Va néixer el químic i microbiòleg Louis Pasteur. Va demostrar que la fermentació era causada per microorganismes i va inventar la pasteurització. Aquest mètode permet el control dels microbis en líquids, com la llet.
28	12	2021	362	28 de desembre de 1956. Va néixer la física Teresa Rodrigo Anoro. Va jugar un paper important en el descobriment del bosó de Higgs l'any 2012. Va ser directora de l'Institut de Física de Cantàbria i va formar part del Comitè de Política Científica de CERN.
29	12	2021	363	29 de desembre de 1800. Va néixer l'inventor Charles Goodyear. Va descobrir el procés de vulcanització del cautxú, amb el qual es fan els pneumàtics.
30	12	2021	364	30 de desembre de 1930. Va néixer la química i farmacèutica Youyou teu. Va rebre el Premi Nobel per descobrir una nova teràpia contra la malària.
31	12	2021	365	31 de desembre de 2019. L'Oficina de l'OMS a la Xina va rebre un avís de diversos casos de pneumònia de causa desconeguda a la ciutat de Wuhan. Posteriorment, es va determinar que el causant de la malaltia era el coronavirus SARS-CoV-2.
				
				
				
				
				
				
				
				
				
				
				
				Desembre.
